session_idx,turn_idx,scenario,reservation_nc,actual_nc,refund_nc,input_tokens,output_tokens,body_bytes,margin_ratio,violated,latency_ms
29,7,math_problem,9971000,4698000,5273000,2653,409,7411,2.122393,false,5536
29,8,math_problem,11417000,5515000,5902000,3075,488,8857,2.070172,false,4136
29,9,math_problem,12814000,5637000,7177000,3577,412,10254,2.273195,false,4254
29,10,math_problem,13862000,5918000,7944000,4003,383,11302,2.342345,false,4917
29,11,math_problem,15528000,6381000,9147000,4396,397,12968,2.433474,false,5119
30,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,6347
30,1,tech_compare,4851000,3102000,1749000,542,512,2291,1.563830,false,5529
30,2,tech_compare,6660000,3633000,3027000,1073,512,4100,1.833196,false,5120
30,3,tech_compare,8524000,4159000,4365000,1599,512,5964,2.049531,false,5850
30,4,tech_compare,10181000,4681000,5500000,2121,512,7621,2.174963,false,4433
30,5,tech_compare,11958000,5207000,6751000,2647,512,9398,2.296524,false,5062
30,6,tech_compare,13917000,5733000,8184000,3173,512,11357,2.427525,false,5109
30,7,tech_compare,15792000,6256000,9536000,3696,512,13232,2.524297,false,4814
30,8,tech_compare,17532000,6781000,10751000,4221,512,14972,2.585459,false,4607
30,9,tech_compare,19291000,7312000,11979000,4752,512,16731,2.638266,false,5120
30,10,tech_compare,21211000,7839000,13372000,5279,512,18651,2.705830,false,4721
30,11,tech_compare,23060000,8366000,14694000,5806,512,20500,2.756395,false,5717
31,0,recipe_iter,2715000,1137000,1578000,22,223,155,2.387863,false,3077
31,1,recipe_iter,3577000,1004000,2573000,254,150,1017,3.562749,false,3277
31,2,recipe_iter,4148000,1618000,2530000,413,241,1588,2.563659,false,4713
31,3,recipe_iter,5130000,1969000,3161000,669,260,2570,2.605383,false,3567
31,4,recipe_iter,6075000,2320000,3755000,940,276,3515,2.618534,false,4189
31,5,recipe_iter,7148000,2730000,4418000,1225,301,4588,2.618315,false,4914
31,6,recipe_iter,8234000,2975000,5259000,1535,288,5674,2.767731,false,3770
31,7,recipe_iter,9279000,3225000,6054000,1835,278,6719,2.877209,false,4422
31,8,recipe_iter,10367000,3646000,6721000,2121,305,7807,2.843390,false,4300
31,9,recipe_iter,11532000,4008000,7524000,2438,314,8972,2.877246,false,4302
31,10,recipe_iter,12609000,4200000,8409000,2760,288,10049,3.002143,false,4118
31,11,recipe_iter,13617000,4988000,8629000,3058,386,11057,2.729952,false,5364
32,0,trip_planning,2730000,2278000,452000,28,450,170,1.198420,false,4395
32,1,trip_planning,4424000,3049000,1375000,489,512,1864,1.450968,false,3857
32,2,trip_planning,6247000,3576000,2671000,1016,512,3687,1.746924,false,4915
32,3,trip_planning,7775000,4103000,3672000,1543,512,5215,1.894955,false,6747
32,4,trip_planning,10096000,4629000,5467000,2069,512,7536,2.181033,false,6768
32,5,trip_planning,11729000,5155000,6574000,2595,512,9169,2.275267,false,6068
32,6,trip_planning,13670000,5684000,7986000,3124,512,11110,2.404996,false,6632
32,7,trip_planning,15853000,6209000,9644000,3649,512,13293,2.553229,false,7991
32,8,trip_planning,17832000,6740000,11092000,4180,512,15272,2.645697,false,5797
32,9,trip_planning,19263000,7269000,11994000,4709,512,16703,2.650021,false,8544
32,10,trip_planning,21286000,6301000,14985000,5241,212,18726,3.378194,false,4095
32,11,trip_planning,22218000,6245000,15973000,5465,156,19658,3.557726,false,3885
33,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,4838
33,1,code_debug,4694000,3201000,1493000,641,512,2134,1.466417,false,4780
33,2,code_debug,5827000,2776000,3051000,1166,322,3267,2.099063,false,3687
33,3,code_debug,7012000,4063000,2949000,1503,512,4452,1.725818,false,4095
33,4,code_debug,8223000,4586000,3637000,2026,512,5663,1.793066,false,3754
33,5,code_debug,9850000,5111000,4739000,2551,512,7290,1.927216,false,3606
33,6,code_debug,11465000,5638000,5827000,3078,512,8905,2.033523,false,5679
33,7,code_debug,13416000,6166000,7250000,3606,512,10856,2.175803,false,4668
33,8,code_debug,15173000,6692000,8481000,4132,512,12613,2.267334,false,3784
33,9,code_debug,16905000,7219000,9686000,4659,512,14345,2.341737,false,4126
33,10,code_debug,18757000,7380000,11377000,5185,439,16197,2.541599,false,3862
33,11,code_debug,20408000,7499000,12909000,5634,373,17848,2.721430,false,4384
34,0,rust_learning,2695000,689000,2006000,19,134,135,3.911466,false,2461
34,1,rust_learning,3370000,1231000,2139000,166,213,810,2.737612,false,2862
34,2,rust_learning,4154000,2145000,2009000,395,350,1594,1.936597,false,4081
34,3,rust_learning,5304000,2880000,2424000,755,425,2744,1.841667,false,8304
34,4,rust_learning,6767000,3072000,3695000,1192,376,4207,2.202799,false,3487
34,5,rust_learning,7982000,3637000,4345000,1582,411,5422,2.194666,false,7025
34,6,rust_learning,9414000,4235000,5179000,2010,445,6854,2.222904,false,5944
34,7,rust_learning,10929000,5029000,5900000,2469,512,8369,2.173195,false,4757
34,8,rust_learning,12588000,5557000,7031000,2997,512,10028,2.265251,false,5098
34,9,rust_learning,14385000,6084000,8301000,3524,512,11825,2.364398,false,4705
34,10,rust_learning,16114000,6597000,9517000,4052,509,13554,2.442625,false,5386
34,11,rust_learning,17825000,6653000,11172000,4573,416,15265,2.679242,false,6310
35,0,podcast_brainstorm,2715000,1275000,1440000,25,250,155,2.129412,false,3454
35,1,podcast_brainstorm,3970000,1601000,2369000,286,263,1410,2.479700,false,4094
35,2,podcast_brainstorm,5184000,1963000,3221000,563,280,2624,2.640856,false,4451
35,3,podcast_brainstorm,6516000,1156000,5360000,856,60,3956,5.636678,false,2024
35,4,podcast_brainstorm,6842000,1766000,5076000,931,167,4282,3.874292,false,3761
35,5,podcast_brainstorm,7622000,1762000,5860000,1107,131,5062,4.325766,false,2047
35,6,podcast_brainstorm,8230000,2418000,5812000,1248,234,5670,3.403639,false,4157
35,7,podcast_brainstorm,9370000,3021000,6349000,1496,305,6810,3.101622,false,4650
35,8,podcast_brainstorm,10639000,3232000,7407000,1812,284,8079,3.291770,false,5531
35,9,podcast_brainstorm,11964000,2468000,9496000,2108,72,9404,4.847650,false,3073
35,10,podcast_brainstorm,12412000,3830000,8582000,2190,328,9852,3.240731,false,5529
35,11,podcast_brainstorm,13805000,4038000,9767000,2528,302,11245,3.418772,false,4840
36,0,essay_revision,2714000,1079000,1635000,19,212,154,2.515292,false,3237
36,1,essay_revision,4045000,1536000,2509000,241,259,1485,2.633464,false,3353
36,2,essay_revision,5764000,1228000,4536000,513,143,3204,4.693811,false,1861
36,3,essay_revision,6774000,1490000,5284000,665,165,4214,4.546309,false,2595
36,4,essay_revision,7900000,1817000,6083000,842,195,5340,4.347826,false,2593
36,5,essay_revision,9180000,1993000,7187000,1053,188,6620,4.606121,false,3348
36,6,essay_revision,10416000,2250000,8166000,1250,200,7856,4.629333,false,2867
36,7,essay_revision,11719000,2503000,9216000,1463,208,9159,4.681982,false,2457
36,8,essay_revision,13046000,2689000,10357000,1679,202,10486,4.851618,false,1828
36,9,essay_revision,14342000,2992000,11350000,1892,220,11782,4.793449,false,2678
36,10,essay_revision,15712000,3261000,12451000,2121,228,13152,4.818154,false,2879
36,11,essay_revision,17138000,2512000,14626000,2362,30,14578,6.822452,false,2034
37,0,math_problem,2708000,1007000,1701000,32,195,148,2.689176,false,2458
37,1,math_problem,3224000,2301000,923000,236,413,664,1.401130,false,5650
37,2,math_problem,4319000,2184000,2135000,659,305,1759,1.977564,false,3772
37,3,math_problem,5567000,3085000,2482000,985,420,3007,1.804538,false,3487
37,4,math_problem,6614000,3204000,3410000,1419,357,4054,2.064295,false,3295
37,5,math_problem,7643000,4224000,3419000,1789,487,5083,1.809422,false,3515
37,6,math_problem,8918000,4079000,4839000,2289,358,6358,2.186320,false,4428
37,7,math_problem,10032000,4918000,5114000,2658,452,7472,2.039854,false,5120
37,8,math_problem,11493000,5508000,5985000,3123,477,8933,2.086601,false,6558
37,9,math_problem,13141000,5879000,7262000,3614,453,10581,2.235244,false,3742
37,10,math_problem,14312000,6111000,8201000,4081,406,11752,2.342006,false,4957
37,11,math_problem,15573000,6632000,8941000,4497,427,13013,2.348160,false,4890
38,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,5543
38,1,tech_compare,4902000,3102000,1800000,542,512,2342,1.580271,false,6996
38,2,tech_compare,6758000,3632000,3126000,1072,512,4198,1.860683,false,4505
38,3,tech_compare,8454000,4158000,4296000,1598,512,5894,2.033189,false,3891
38,4,tech_compare,10042000,4680000,5362000,2120,512,7482,2.145726,false,5326
38,5,tech_compare,11691000,5206000,6485000,2646,512,9131,2.245678,false,4415
38,6,tech_compare,13606000,5732000,7874000,3172,512,11046,2.373692,false,4364
38,7,tech_compare,15380000,6255000,9125000,3695,512,12820,2.458833,false,4915
38,8,tech_compare,17128000,6781000,10347000,4221,512,14568,2.525881,false,5042
38,9,tech_compare,18795000,7312000,11483000,4752,512,16235,2.570432,false,7657
38,10,tech_compare,20758000,7839000,12919000,5279,512,18198,2.648042,false,4784
38,11,tech_compare,22596000,8365000,14231000,5805,512,20036,2.701255,false,8102
39,0,recipe_iter,2715000,1087000,1628000,22,213,155,2.497700,false,2867
39,1,recipe_iter,3545000,699000,2846000,244,91,985,5.071531,false,1915
39,2,recipe_iter,3948000,1594000,2354000,344,250,1388,2.476788,false,6417
39,3,recipe_iter,4904000,1869000,3035000,609,252,2344,2.623863,false,3293
39,4,recipe_iter,5769000,2052000,3717000,872,236,3209,2.811404,false,3375
39,5,recipe_iter,6758000,2622000,4136000,1117,301,4198,2.577422,false,3998
39,6,recipe_iter,7788000,2747000,5041000,1427,264,5228,2.835093,false,3222
39,7,recipe_iter,8857000,3113000,5744000,1703,282,6297,2.845165,false,3912
39,8,recipe_iter,9908000,3498000,6410000,1993,301,7348,2.832476,false,3400
39,9,recipe_iter,11025000,3701000,7324000,2306,279,8465,2.978925,false,4272
39,10,recipe_iter,12032000,3848000,8184000,2593,251,9472,3.126819,false,3182
39,11,recipe_iter,12911000,4489000,8422000,2854,327,10351,2.876142,false,3471
40,0,trip_planning,2730000,2428000,302000,28,480,170,1.124382,false,5116
40,1,trip_planning,4655000,3079000,1576000,519,512,2095,1.511854,false,4916
40,2,trip_planning,6461000,3607000,2854000,1047,512,3901,1.791239,false,5706
40,3,trip_planning,8248000,4134000,4114000,1574,512,5688,1.995162,false,6123
40,4,trip_planning,10350000,4659000,5691000,2099,512,7790,2.221507,false,6497
40,5,trip_planning,12159000,5186000,6973000,2626,512,9599,2.344582,false,6144
40,6,trip_planning,13985000,5715000,8270000,3155,512,11425,2.447069,false,6759
40,7,trip_planning,16097000,6241000,9856000,3681,512,13537,2.579234,false,6585
40,8,trip_planning,18137000,6772000,11365000,4212,512,15577,2.678234,false,8926
40,9,trip_planning,19668000,7302000,12366000,4742,512,17108,2.693509,false,6939
40,10,trip_planning,21600000,6313000,15287000,5273,208,19040,3.421511,false,3302
40,11,trip_planning,22472000,5988000,16484000,5493,99,19912,3.752839,false,2841
41,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,7170
41,1,code_debug,4690000,3200000,1490000,640,512,2130,1.465625,false,4318
41,2,code_debug,6124000,3725000,2399000,1165,512,3564,1.644027,false,5716
41,3,code_debug,7816000,4255000,3561000,1695,512,5256,1.836898,false,3687
41,4,code_debug,8886000,4779000,4107000,2219,512,6326,1.859385,false,3615
41,5,code_debug,10414000,5304000,5110000,2744,512,7854,1.963424,false,4578
41,6,code_debug,12148000,5831000,6317000,3271,512,9588,2.083348,false,6347
41,7,code_debug,13876000,6164000,7712000,3799,473,11316,2.251136,false,5529
41,8,code_debug,15679000,6843000,8836000,4283,512,13119,2.291247,false,4098
41,9,code_debug,17322000,7369000,9953000,4809,512,14762,2.350658,false,6201
41,10,code_debug,19088000,7895000,11193000,5335,512,16528,2.417733,false,3425
41,11,code_debug,20879000,7960000,12919000,5860,420,18319,2.622990,false,5391
42,0,rust_learning,2695000,604000,2091000,19,117,135,4.461921,false,2145
42,1,rust_learning,3290000,1529000,1761000,149,276,730,2.151733,false,2876
42,2,rust_learning,4162000,2136000,2026000,441,339,1602,1.948502,false,6145
42,3,rust_learning,5307000,2780000,2527000,790,398,2747,1.908993,false,7160
42,4,rust_learning,6749000,3075000,3674000,1200,375,4189,2.194797,false,4303
42,5,rust_learning,7980000,3999000,3981000,1589,482,5420,1.995499,false,4709
42,6,rust_learning,9437000,4053000,5384000,2088,393,6877,2.328399,false,4967
42,7,rust_learning,10897000,5055000,5842000,2495,512,8337,2.155687,false,4781
42,8,rust_learning,12629000,5583000,7046000,3023,512,10069,2.262045,false,5503
42,9,rust_learning,14377000,6110000,8267000,3550,512,11817,2.353028,false,4498
42,10,rust_learning,15918000,6527000,9391000,4077,490,13358,2.438793,false,6471
42,11,rust_learning,17490000,6619000,10871000,4579,408,14930,2.642393,false,4802
43,0,podcast_brainstorm,2715000,1280000,1435000,25,251,155,2.121094,false,4619
43,1,podcast_brainstorm,3888000,1617000,2271000,287,266,1328,2.404453,false,4011
43,2,podcast_brainstorm,5155000,1977000,3178000,567,282,2595,2.607486,false,7235
43,3,podcast_brainstorm,6502000,1137000,5365000,862,55,3942,5.718558,false,1430
43,4,podcast_brainstorm,6820000,1782000,5038000,932,170,4260,3.827160,false,3676
43,5,podcast_brainstorm,7600000,1791000,5809000,1111,136,5040,4.243439,false,2451
43,6,podcast_brainstorm,8230000,1882000,6348000,1257,125,5670,4.373007,false,3270
43,7,podcast_brainstorm,8854000,2766000,6088000,1396,274,6294,3.201012,false,3968
43,8,podcast_brainstorm,10084000,2906000,7178000,1681,245,7524,3.470062,false,5636
43,9,podcast_brainstorm,11253000,2283000,8970000,1938,69,8693,4.929041,false,1839
43,10,podcast_brainstorm,11670000,3592000,8078000,2017,315,9110,3.248886,false,5584
43,11,podcast_brainstorm,12956000,4097000,8859000,2342,351,10396,3.162314,false,5181
44,0,essay_revision,2714000,1004000,1710000,19,197,154,2.703187,false,2884
44,1,essay_revision,3959000,1366000,2593000,226,228,1399,2.898243,false,2856
44,2,essay_revision,5522000,1172000,4350000,467,141,2962,4.711604,false,2316
44,3,essay_revision,6454000,1452000,5002000,617,167,3894,4.444904,false,1989
44,4,essay_revision,7522000,1766000,5756000,796,194,4962,4.259343,false,3068
44,5,essay_revision,8739000,1901000,6838000,1006,179,6179,4.597054,false,2454
44,6,essay_revision,9889000,2159000,7730000,1194,193,7329,4.580361,false,2251
44,7,essay_revision,11108000,2445000,8663000,1400,209,8548,4.543149,false,2452
44,8,essay_revision,12400000,2517000,9883000,1617,180,9840,4.926500,false,2947
44,9,essay_revision,13512000,2768000,10744000,1808,192,10952,4.881503,false,1762
44,10,essay_revision,14679000,2969000,11710000,2009,192,12119,4.944089,false,1835
44,11,essay_revision,15873000,2384000,13489000,2214,34,13313,6.658138,false,2455
45,0,math_problem,2708000,1027000,1681000,32,199,148,2.636806,false,2864
45,1,math_problem,3268000,2280000,988000,240,408,708,1.433333,false,3886
45,2,math_problem,4341000,2018000,2323000,658,272,1781,2.151140,false,3067
45,3,math_problem,5474000,2641000,2833000,951,338,2914,2.072700,false,2698
45,4,math_problem,6275000,3168000,3107000,1303,373,3715,1.980745,false,3922
45,5,math_problem,7288000,3724000,3564000,1689,407,4728,1.957035,false,3200
45,6,math_problem,8389000,4249000,4140000,2109,428,5829,1.974347,false,3069
45,7,math_problem,9446000,4588000,4858000,2548,408,6886,2.058849,false,5726
45,8,math_problem,10786000,5529000,5257000,2969,512,8226,1.950805,false,4112
45,9,math_problem,12204000,5548000,6656000,3498,410,9644,2.199712,false,3599
45,10,math_problem,13252000,5982000,7270000,3922,412,10692,2.215313,false,4493
45,11,math_problem,14519000,6134000,8385000,4344,358,11959,2.366971,false,3834
46,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,5392
46,1,tech_compare,4656000,3100000,1556000,540,512,2096,1.501935,false,7670
46,2,tech_compare,6671000,3631000,3040000,1071,512,4111,1.837235,false,5555
46,3,tech_compare,8388000,4157000,4231000,1597,512,5828,2.017801,false,5100
46,4,tech_compare,10069000,4679000,5390000,2119,512,7509,2.151956,false,5347
46,5,tech_compare,11913000,5205000,6708000,2645,512,9353,2.288761,false,5500
46,6,tech_compare,13680000,5731000,7949000,3171,512,11120,2.387018,false,4913
46,7,tech_compare,15454000,6254000,9200000,3694,512,12894,2.471059,false,6961
46,8,tech_compare,17168000,6780000,10388000,4220,512,14608,2.532153,false,4912
46,9,tech_compare,18777000,7311000,11466000,4751,512,16217,2.568322,false,5939
46,10,tech_compare,20553000,7838000,12715000,5278,512,17993,2.622225,false,5830
46,11,tech_compare,22390000,8365000,14025000,5805,512,19830,2.676629,false,6544
47,0,recipe_iter,2715000,1272000,1443000,22,250,155,2.134434,false,3671
47,1,recipe_iter,3696000,666000,3030000,281,77,1136,5.549550,false,2377
47,2,recipe_iter,4030000,1612000,2418000,367,249,1470,2.500000,false,4166
47,3,recipe_iter,4959000,1926000,3033000,631,259,2399,2.574766,false,3817
47,4,recipe_iter,5838000,2106000,3732000,901,241,3278,2.772080,false,4137
47,5,recipe_iter,6853000,2646000,4207000,1151,299,4293,2.589947,false,4692
47,6,recipe_iter,7922000,2644000,5278000,1459,237,5362,2.996218,false,3684
47,7,recipe_iter,8835000,3118000,5717000,1708,282,6275,2.833547,false,3780
47,8,recipe_iter,9880000,3558000,6322000,1998,312,7320,2.776841,false,4275
47,9,recipe_iter,11051000,3892000,7159000,2322,314,8491,2.839414,false,4528
47,10,recipe_iter,12125000,3969000,8156000,2644,265,9565,3.054926,false,3496
47,11,recipe_iter,13045000,4799000,8246000,2919,376,10485,2.718275,false,4048
48,0,trip_planning,2730000,1763000,967000,28,347,170,1.548497,false,4083
48,1,trip_planning,3972000,2946000,1026000,386,512,1412,1.348269,false,6532
48,2,trip_planning,5736000,3113000,2623000,913,440,3176,1.842596,false,5969
48,3,trip_planning,7140000,3925000,3215000,1365,512,4580,1.819108,false,7370
48,4,trip_planning,9436000,4451000,4985000,1891,512,6876,2.119973,false,5732
48,5,trip_planning,11088000,4978000,6110000,2418,512,8528,2.227401,false,8276
48,6,trip_planning,13122000,5507000,7615000,2947,512,10562,2.382786,false,6671
48,7,trip_planning,15118000,6033000,9085000,3473,512,12558,2.505884,false,7166
48,8,trip_planning,17114000,6564000,10550000,4004,512,14554,2.607252,false,7089
48,9,trip_planning,18869000,7092000,11777000,4532,512,16309,2.660603,false,8336
48,11,trip_planning,20934000,6509000,14425000,5074,287,18374,3.216162,false,4600
49,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,4095
49,1,code_debug,4647000,3201000,1446000,641,512,2087,1.451734,false,4915
49,2,code_debug,6018000,2801000,3217000,1166,327,3458,2.148518,false,2899
49,3,code_debug,7129000,4068000,3061000,1508,512,4569,1.752458,false,3777
49,4,code_debug,8279000,4452000,3827000,2032,484,5719,1.859614,false,3859
49,5,code_debug,9763000,5086000,4677000,2526,512,7203,1.919583,false,7782
49,6,code_debug,11478000,5614000,5864000,3054,512,8918,2.044532,false,4620
49,7,code_debug,13121000,6142000,6979000,3582,512,10561,2.136275,false,4301
49,8,code_debug,14849000,6668000,8181000,4108,512,12289,2.226905,false,4092
49,9,code_debug,16430000,7194000,9236000,4634,512,13870,2.283848,false,3479
49,10,code_debug,18112000,7720000,10392000,5160,512,15552,2.346114,false,3592
49,11,code_debug,19717000,8245000,11472000,5685,512,17157,2.391389,false,4725
50,0,rust_learning,2695000,644000,2051000,19,125,135,4.184783,false,2591
50,1,rust_learning,3307000,1392000,1915000,157,247,747,2.375718,false,3190
50,2,rust_learning,4078000,1965000,2113000,420,309,1518,2.075318,false,3372
50,3,rust_learning,5123000,2764000,2359000,739,405,2563,1.853473,false,3876
50,4,rust_learning,6587000,3331000,3256000,1156,435,4027,1.977484,false,3879
50,5,rust_learning,8078000,3735000,4343000,1605,426,5518,2.162784,false,4453
50,6,rust_learning,9598000,4503000,5095000,2048,491,7038,2.131468,false,5089
50,7,rust_learning,11184000,5113000,6071000,2553,512,8624,2.187366,false,4706
50,8,rust_learning,12764000,5426000,7338000,3081,469,10204,2.352377,false,5116
50,9,rust_learning,14395000,6122000,8273000,3562,512,11835,2.351356,false,5193
50,10,rust_learning,16051000,5375000,10676000,4090,257,13491,2.986233,false,4341
50,11,rust_learning,17184000,6364000,10820000,4359,401,14624,2.700189,false,5422
51,0,podcast_brainstorm,2715000,1145000,1570000,25,224,155,2.371179,false,5029
51,2,podcast_brainstorm,3887000,2097000,1790000,272,365,1327,1.853600,false,6375
51,3,podcast_brainstorm,5505000,1025000,4480000,650,75,2945,5.370732,false,2456
51,4,podcast_brainstorm,5891000,1555000,4336000,740,163,3331,3.788424,false,2997
51,5,podcast_brainstorm,6661000,1687000,4974000,912,155,4101,3.948429,false,2530
51,6,podcast_brainstorm,7326000,1602000,5724000,1077,105,4766,4.573034,false,2607
51,7,podcast_brainstorm,7825000,2366000,5459000,1196,234,5265,3.307270,false,4044
51,8,podcast_brainstorm,8861000,2706000,6155000,1441,253,6301,3.274575,false,4022
51,9,podcast_brainstorm,10024000,2091000,7933000,1706,77,7464,4.793879,false,2835
51,10,podcast_brainstorm,10486000,3278000,7208000,1793,297,7926,3.198902,false,4645
51,11,podcast_brainstorm,11766000,3585000,8181000,2100,297,9206,3.282008,false,5181
52,0,essay_revision,2714000,1029000,1685000,19,202,154,2.637512,false,15469
52,1,essay_revision,4034000,1496000,2538000,231,253,1474,2.696524,false,3775
52,2,essay_revision,5754000,1232000,4522000,497,147,3194,4.670455,false,2251
52,3,essay_revision,6740000,1528000,5212000,653,175,4180,4.410995,false,1798
52,4,essay_revision,7866000,1880000,5986000,840,208,5306,4.184043,false,3524
52,5,essay_revision,9176000,1964000,7212000,1064,180,6616,4.672098,false,1933
52,6,essay_revision,10390000,2168000,8222000,1253,183,7830,4.792435,false,4413
52,7,essay_revision,11619000,2429000,9190000,1449,196,9059,4.783450,false,3028
52,8,essay_revision,12893000,2588000,10305000,1653,187,10333,4.981839,false,1652
52,9,essay_revision,14106000,2856000,11250000,1851,201,11546,4.939076,false,2887
52,10,essay_revision,15381000,3081000,12300000,2061,204,12821,4.992210,false,2258
52,11,essay_revision,16712000,2468000,14244000,2278,38,14152,6.771475,false,2865
53,0,math_problem,2708000,1057000,1651000,32,205,148,2.561968,false,1892
53,1,math_problem,3251000,2331000,920000,246,417,691,1.394680,false,3649
53,2,math_problem,4319000,2008000,2311000,673,267,1759,2.150896,false,3366
53,3,math_problem,5610000,3091000,2519000,961,426,3050,1.814947,false,2444
53,4,math_problem,6692000,2981000,3711000,1401,316,4132,2.244884,false,7383
53,5,math_problem,7669000,3685000,3984000,1730,391,5109,2.081140,false,2977
53,6,math_problem,8776000,3909000,4867000,2134,355,6216,2.245075,false,6130
53,7,math_problem,9745000,4910000,4835000,2500,482,7185,1.984725,false,4602
53,8,math_problem,11282000,5545000,5737000,2995,510,8722,2.034626,false,5632
53,9,math_problem,13007000,5424000,7583000,3519,381,10447,2.398046,false,5476
53,10,math_problem,14095000,6224000,7871000,3914,462,11535,2.264621,false,5131
53,11,math_problem,15661000,6281000,9380000,4386,379,13101,2.493393,false,4915
54,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,5534
54,1,tech_compare,4838000,3101000,1737000,541,512,2278,1.560142,false,4485
54,2,tech_compare,6785000,3632000,3153000,1072,512,4225,1.868117,false,4573
54,3,tech_compare,8624000,4158000,4466000,1598,512,6064,2.074074,false,4688
54,4,tech_compare,10431000,4680000,5751000,2120,512,7871,2.228846,false,4587
54,5,tech_compare,12211000,5205000,7006000,2645,512,9651,2.346013,false,4458
54,6,tech_compare,14058000,5732000,8326000,3172,512,11498,2.452547,false,5329
54,7,tech_compare,15989000,6255000,9734000,3695,512,13429,2.556195,false,5616
54,8,tech_compare,17905000,6782000,11123000,4222,512,15345,2.640077,false,5586
54,9,tech_compare,19734000,7313000,12421000,4753,512,17174,2.698482,false,4795
54,10,tech_compare,21752000,7840000,13912000,5280,512,19192,2.774490,false,5260
54,11,tech_compare,23707000,8367000,15340000,5807,512,21147,2.833393,false,5827
55,0,recipe_iter,2715000,1377000,1338000,22,271,155,1.971678,false,7425
55,1,recipe_iter,3707000,807000,2900000,302,101,1147,4.593556,false,2138
55,2,recipe_iter,4141000,1722000,2419000,412,262,1581,2.404762,false,4491
55,3,recipe_iter,5132000,2039000,3093000,689,270,2572,2.516920,false,3356
55,4,recipe_iter,6072000,2200000,3872000,970,246,3512,2.760000,false,3607
55,5,recipe_iter,7056000,2815000,4241000,1225,318,4496,2.506572,false,3574
55,6,recipe_iter,8095000,3027000,5068000,1552,295,5535,2.674265,false,3348
55,7,recipe_iter,9131000,3284000,5847000,1859,285,6571,2.780451,false,4044
55,8,recipe_iter,10196000,3662000,6534000,2152,302,7636,2.784271,false,5545
55,9,recipe_iter,11278000,4131000,7147000,2466,333,8718,2.730090,false,3900
55,10,recipe_iter,12317000,4222000,8095000,2807,283,9757,2.917338,false,3653
55,11,recipe_iter,13232000,5085000,8147000,3100,397,10672,2.602163,false,5569
56,0,trip_planning,2730000,1818000,912000,28,358,170,1.501650,false,6652
56,1,trip_planning,4091000,2957000,1134000,397,512,1531,1.383497,false,4196
56,2,trip_planning,5870000,3485000,2385000,925,512,3310,1.684362,false,6217
56,3,trip_planning,7321000,3951000,3370000,1451,500,4761,1.852949,false,6666
56,4,trip_planning,9517000,4522000,4995000,1962,512,6957,2.104600,false,7800
56,5,trip_planning,11128000,5049000,6079000,2489,512,8568,2.204001,false,6564
56,6,trip_planning,13180000,5578000,7602000,3018,512,10620,2.362854,false,7972
56,7,trip_planning,15166000,6104000,9062000,3544,512,12606,2.484600,false,8432
56,8,trip_planning,16957000,6635000,10322000,4075,512,14397,2.555690,false,8045
56,9,trip_planning,18559000,7164000,11395000,4604,512,15999,2.590592,false,7788
56,10,trip_planning,20461000,6194000,14267000,5134,212,17901,3.303358,false,4043
56,11,trip_planning,21320000,5873000,15447000,5358,103,18760,3.630172,false,2323
57,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,4589
57,1,code_debug,4776000,3201000,1575000,641,512,2216,1.492034,false,5234
57,2,code_debug,6223000,3726000,2497000,1166,512,3663,1.670156,false,4686
57,3,code_debug,7976000,4256000,3720000,1696,512,5416,1.874060,false,3375
57,4,code_debug,9149000,4780000,4369000,2220,512,6589,1.914017,false,8125
57,5,code_debug,10712000,5304000,5408000,2744,512,8152,2.019608,false,4302
57,6,code_debug,12558000,5831000,6727000,3271,512,9998,2.153661,false,6762
57,7,code_debug,14324000,6358000,7966000,3798,512,11764,2.252910,false,3922
57,8,code_debug,16053000,6884000,9169000,4324,512,13493,2.331929,false,4477
57,9,code_debug,17811000,7410000,10401000,4850,512,15251,2.403644,false,4585
57,10,code_debug,19634000,7171000,12463000,5376,359,17074,2.737972,false,3817
57,11,code_debug,21052000,7495000,13557000,5745,350,18492,2.808806,false,5038
58,0,rust_learning,2695000,694000,2001000,19,135,135,3.883285,false,2533
58,1,rust_learning,3372000,1382000,1990000,167,243,812,2.439942,false,3769
58,2,rust_learning,4165000,1831000,2334000,426,281,1605,2.274713,false,3288
58,3,rust_learning,5083000,2757000,2326000,717,408,2523,1.843671,false,4029
58,4,rust_learning,6568000,2902000,3666000,1137,353,4008,2.263267,false,4696
58,5,rust_learning,7793000,3759000,4034000,1504,451,5233,2.073158,false,4337
58,6,rust_learning,9260000,3947000,5313000,1972,395,6700,2.346086,false,4471
58,7,rust_learning,10618000,4941000,5677000,2381,512,8058,2.148958,false,4303
58,8,rust_learning,12196000,5229000,6967000,2909,464,9636,2.332377,false,5531
58,9,rust_learning,13756000,5945000,7811000,3385,512,11196,2.313877,false,4681
